resume_id,experience_index,company,title,location,start_date,end_date,responsibilities
e607df41cf32749793a65c2f6929fa77,5,AEP Energy,Team Leader,null,January 2012,October 2012,"[""Coordinated projects of cultural difference between the United States and Peru IT department offices and coordinate with cross-functional teams (business users, system analysts, software engineers, quality assurance engineers, infrastructure engineers, etc.) in order to deliver projects on time to expand the business market."",""Integrated Mobile iPad App with the server-side application via sFTP."",""Implemented Big Data solutions using Pentaho ETL, Mule ESB, RESTful.""]"
e607df41cf32749793a65c2f6929fa77,6,AEP Energy,Team Leader / Senior Software Engineer,null,August 2008,July 2012,"[""Coordinated with cross-functional teams (business users, system analysts, software engineers, quality assurance engineers, infrastructure engineers, etc.) in order to deliver projects on time to expand the business market."",""Coordinated projects of cultural differences between the U.S. and offices in Peru IT department. Integration of projects with SOA/REST/ESB/BPM, etc."",""Developed projects for Billing, DSM (Demand-Side Management), weather forecasting, scheduling, and Forward Curve analysis. Additionally, I implemented a regression-based machine learning application using R to predict electricity prices.""]"
e607df41cf32749793a65c2f6929fa77,7,Bristol-Myers Squibb,Senior Software Engineer,null,August 2007,August 2008,"[""Responsible to implement a software architecture for projects in Latin America."",""Developed web applications related to financial, sales and market research."",""Also, coordinated tasks between Dev team and business users.""]"
e607df41cf32749793a65c2f6929fa77,8,BTG Peru,Programmer Analyst,null,February 2007,July 2007,"[""Developed and designed web applications using Java technologies such as Spring, Hibernate, Struts, and so on."",""Projects developed for customers such as Claro, Osinergmin and Hochschild Mining companies.""]"
e607df41cf32749793a65c2f6929fa77,9,Fuerza Aérea del Perú,Programmer Analyst,null,October 2005,January 2007,"[""Led the development team and coordinate the user acceptance tests."",""Developed Asset Management Web Application. Also, registered all Peruvian Air Force assets."",""Implemented Fingerprint-based Security System.""]"
e607df41cf32749793a65c2f6929fa77,10,Universidad Peruana Unión,Research Internship,null,June 2004,September 2005,"[""Internship focused on research & development of web based projects using Java (JSP, Servlets, Struts) and .NET (C#, ASPx), HTML, CSS, JavaScript, XML and Oracle Database."",""Presented workshops to undergraduate students regarding emerging technologies for software development."",""In 2006, Developed from scratch, designing the circuit diagrams and programming AI algorithms in obstacle avoidance and shortest pathfinder robot.""]"
f8da34bede5c91e8920e95a39ec3a2c0,0,Legend,Senior Software Engineer,"San Francisco, California, United States",June 2024,Present,[]
f8da34bede5c91e8920e95a39ec3a2c0,1,Compound Labs,Senior Software Engineer,San Francisco Bay Area,November 2021,June 2024,[]
f8da34bede5c91e8920e95a39ec3a2c0,2,Flexport,Senior Software Engineer,San Francisco Bay Area,January 2017,April 2021,[]
f8da34bede5c91e8920e95a39ec3a2c0,3,Square,Front End Engineer,San Francisco Bay Area,January 2014,December 2016,[]
f8da34bede5c91e8920e95a39ec3a2c0,4,Questus,Web developer,null,July 2012,July 2013,[]
bf1d5824dd48abd06d785300378c647b,0,JPMorganChase,Machine Learning Engineer,null,June 2025,Present,"[""Induced domain-specificity into foundation models for financial applications, implementing instruction fine-tuning (LoRA/QLoRA) and RLHF (DPO, PPO) to ensure production-grade performance and compliance."",""Designed and optimized RAG pipelines integrating FAISS and Pinecone, enabling real-time retrieval from regulatory sources (SEC, FINRA, ESMA) with 3× performance gains."",""Developed and deployed scalable LLM microservices and APIs on Kubernetes with automated CI/CD, reducing deployment time by 40%."",""Architected multi-agent AI systems (AutoGen, LangChain, LangGraph) for financial workflow automation and intelligent orchestration."",""Engineered large-scale domain adaptation workflows processing 8M+ data rows, improving contextual grounding and downstream model accuracy."",""Implemented model monitoring, drift detection, and governance controls to ensure adherence to AML/KYC and banking regulatory standards.""]"
bf1d5824dd48abd06d785300378c647b,1,SID Global Solutions,Machine Learning Engineer,"Hyderabad, Telangana, India",May 2021,July 2023,"[""Developed and implemented Machine Learning models to support client projects in healthcare, banking, and insurance domains."",""Performed data collection, cleansing, transformation, and exploratory data analysis (EDA) on structured and unstructured datasets."",""Built supervised and unsupervised learning models using Python, Scikit-learn, and TensorFlow for predictive analytics and classification tasks."",""Designed feature engineering strategies to improve model accuracy and performance."",""Developed NLP-based solutions for text classification, sentiment analysis, and document processing using NLTK and spaCy."",""Created end-to-end ML pipelines including data ingestion, model training, hyperparameter tuning, and validation."",""Deployed models using REST APIs and integrated them with web applications and enterprise systems."",""Worked with cloud platforms such as AWS/Azure for model deployment and scalable data processing."",""Collaborated with Data Engineers to build ETL workflows and optimize large-scale data processing using SQL and Python."",""Implemented model performance tracking using metrics like accuracy, precision, recall, F1-score, and ROC-AUC."",""Participated in Agile/Scrum ceremonies including sprint planning, daily stand-ups, and retrospectives."",""Prepared technical documentation, model validation reports, and dashboards for business stakeholders.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,0,TuMeke Ergonomics,Principal AI Engineer,San Francisco Bay Area,November 2022,Present,[]
a83e38ecec686ea3ac2b19f2db2c2a2b,1,Nanjing University of Information Science and Technology,Associate Professor and Department Chair of Artificial Intelligence,"Nanjing, Jiangsu, China",July 2019,January 2022,"[""Supervisor of graduate students on the topic of machine learning theory and algorithms, deep learning models of computer vision and natural language processing, vision and language models."",""Undergraduate and graduate teaching in the topics: Machine Learning, Deep Learning, Optimization, Python Programming, Data Structure and Algorithms, etc."",""Research interests: machine learning, deep learning, computer vision, natural language processing, optimization.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,2,Nanjing University of Information Science and Technology,Associate Professor,"Nanjing, Jiangsu, China",July 2015,June 2019,"[""Supervisor of graduate students on the topic of machine learning and computer vision."",""Teaching courses for undergraduate and graduate, including machine learning, computer vision, data structure, operating system, etc.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,3,Nanjing University of Information Science and Technology,Lecturer (Assistant Professor),null,June 2009,July 2015,"[""Undergraduate and graduate teaching in the topics: operating systems, numerical computing, functional analysis and optimization, windows programming, etc."",""Research interests: machine learning, computer vision, high dimensional data analysis, optimization algorithms.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,4,The Chinese University of Hong Kong,Research Associate,null,September 2010,August 2011,"[""Working in the ANSR lab and supervised by professor John C.S. Lui, focusing on online social network mining and optimization methods for subspaces model.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,5,Southeast University,PhD Student,null,March 2006,June 2009,"[""Research on the low dimension geometric representation for spatial data and its application."",""Research on manifold-based high dimension data analysis for hyperspectral dataset."",""Software development on multi-scale representation for Mobile GIS."",""Software development on handheld navigation system.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,6,Institute for Pure and Applied Mathematics,Research Fellow,null,September 2008,December 2008,"[""Participated in the long program “Internet Multi-Resolution Analysis: Foundations, Applications and Practice”."",""Collaborated with other research fellows to advance multiscale analysis, especially between Internet and applied mathematics fields.""]"
a83e38ecec686ea3ac2b19f2db2c2a2b,7,Nanjing Automation Research Institute,Research Assistant,null,July 2003,June 2005,"[""Computer Networking."",""Software design and implement.""]"
cc65aa246844ba7293a14e1989e5bc70,0,Red Hat,Senior Software Engineer,null,July 2025,Present,"[""Contributing to Meta's Llama Stack and Red Hat's OpenDataHub distribution, building Python-based infrastructure for deploying large language models at scale."",""Bridging cloud providers with production systems to enable enterprises to build reliable GenAI applications."",""Implemented OpenAI-compatible AWS Bedrock provider for multi-cloud LLM deployment."",""Added streaming token usage metrics for real-time cost monitoring."",""Integrated FAISS vector database for RAG pipelines in OpenDataHub."",""Built server CORS configuration for cross-origin enterprise deployments."",""Fixed critical bugs in vector I/O, AWS regional endpoints, and MCP error handling."",""Refactoring Agents API architecture (in progress).""]"
cc65aa246844ba7293a14e1989e5bc70,1,Microsoft,Senior Software Engineer,null,September 2024,August 2025,"[""Contributed to the development of the Document Vault portal for New York State residents, enhancing document management through modern tech stack utilization."",""Architected and implemented an AI workflow system, developed secure pipelines, and integrated microservices for efficient document handling.""]"
